player_id,family_name,given_name,wikipedia_title,reason
P-00034,Alfonso,not applicable,Alfonso_Pérez,no_image_on_page
P-00077,Assemoassa,Ludovic,Ludovic_Assemoassa,no_image_on_page
P-00109,Oliveira,Luís,Luís_Oliveira,no_image_on_page
P-00146,Ostrowski,Marek,Marek_Ostrowski,no_image_on_page
P-00153,Baljić,Mirsad,Mirsad_Baljić,no_image_on_page
P-00189,Gallacher,Kevin,Kevin_Gallacher,no_image_on_page
P-00234,Musabah,Muhsin,Muhsin_Musabah,no_image_on_page
P-00262,Hadžiabdić,Enver,Enver_Hadžiabdić,no_image_on_page
P-00266,Ivan,Marian,Marian_Ivan,no_image_on_page
P-00279,Afonsinho,not applicable,"Afonsinho_(footballer,_born_1914)",no_image_on_page
P-00281,Mock,Hans,Hans_Mock,no_image_on_page
P-00325,Cris,not applicable,Ana_Cristina_da_Silva,no_image_on_page
P-00356,Joacim,Constant,Constant_Joacim,no_image_on_page
P-00384,Mohamed,Habib,Habib_Mohamed,no_image_on_page
P-00386,López,Noelia,Noelia_López_(footballer),no_image_on_page
P-00390,Park,Jae-seung,Park_Jae-seung,no_image_on_page
P-00429,Núñez,Jorge,"Jorge_Núñez_(footballer,_born_1978)",no_image_on_page
P-00436,Ebimiekumo,Phoebe,Phoebe_Ebimiekumo,no_image_on_page
P-00439,Younger,Tommy,Tommy_Younger,no_image_on_page
P-00452,Allchurch,Len,Len_Allchurch,no_image_on_page
P-00480,Im,Seung-hwi,Im_Seung-hwi,no_image_on_page
P-00489,Otero,Celso,Celso_Otero,no_image_on_page
P-00522,Estrada,Andrés,Andrés_Estrada,no_image_on_page
P-00548,Mavrič,Matej,Matej_Mavrič,no_image_on_page
P-00556,Rapp,Anita,Anita_Rapp,no_image_on_page
P-00573,Tesse,Manuela,Manuela_Tesse,no_image_on_page
P-00585,Al-Ghamdi,Omar,Omar_Al-Ghamdi,no_image_on_page
P-00618,Ortuño,Washington,Washington_Ortuño,no_image_on_page
P-00640,Jaziri,Ziad,Ziad_Jaziri,no_image_on_page
P-00649,Cimirotič,Sebastjan,Sebastjan_Cimirotič,no_image_on_page
P-00668,Melki,Mourad,Mourad_Melki,no_image_on_page
P-00683,Al-Yami,Al Hasan,Al_Hasan_Al-Yami,no_image_on_page
P-00685,Abid,Anad,Anad_Abid,no_image_on_page
P-00707,Hrstić,Miloš,Miloš_Hrstić,no_image_on_page
P-00708,Fernando,not applicable,Fernando_Guidicelli,no_image_on_page
P-00733,Gentle,James,James_Gentle,no_image_on_page
P-00739,Mialo,Mwape,Mwape_Mialo,no_image_on_page
P-00740,Svanström,Kurt,Kurt_Svanström,no_image_on_page
P-00793,Vonlanthen,Marcel,Marcel_Vonlanthen,no_image_on_page
P-00796,Dunlop,George,George_Dunlop_(footballer),no_image_on_page
P-00891,Larsson,Lennart,Lennart_Larsson_(footballer),no_image_on_page
P-00941,Vergés,Martí,Martí_Vergés,no_image_on_page
P-01039,Yusuf,Ayisat,Ayisat_Yusuf,no_image_on_page
P-01062,Tahiru,Rumanatu,Rumanatu_Tahiru,no_image_on_page
P-01092,González,Manuela,Manuela_González_(footballer),no_image_on_page
P-01106,Scott,Laurie,Laurie_Scott_(footballer),no_image_on_page
P-01116,González,Alberto,Alberto_González_Gonzalito,no_image_on_page
P-01211,Gutiérrez,Miguel,Miguel_Gutiérrez_(Mexican_footballer),no_image_on_page
P-01224,Shawky,Ayman,Ayman_Shawky,no_image_on_page
P-01259,Jara,Claudio,Claudio_Jara,no_image_on_page
P-01275,Olsson,Ing-Marie,Ing-Marie_Olsson,no_image_on_page
P-01298,Jozić,Davor,Davor_Jozić,no_image_on_page
P-01355,Gould,Jonathan,Jonathan_Gould,no_image_on_page
P-01374,Duus,Bryony,Bryony_Duus,no_image_on_page
P-01410,Mencel,János,János_Mencel,no_image_on_page
P-01462,Camara,Henri,Henri_Camara,no_image_on_page
P-01514,Laursen,Jacob,Jacob_Laursen,no_image_on_page
P-01521,Cuburu,Samuel,Samuel_Cuburu,no_image_on_page
P-01597,Massamba,Kilasu,Kilasu_Massamba,no_image_on_page
P-01608,Solange,not applicable,Solange_(footballer),no_image_on_page
P-01632,Fiala,Jean-Pierre,Jean-Pierre_Fiala,no_image_on_page
P-01674,Bernard,Kurt,Kurt_Bernard,no_image_on_page
P-01678,Knup,Adrian,Adrian_Knup,no_image_on_page
P-01717,González,Mónica,Mónica_González_(soccer),no_image_on_page
P-01721,Hansen,Jannie,Jannie_Hansen,no_image_on_page
P-01726,Bíró,Mihály,Mihály_Bíró,no_image_on_page
P-01735,Kim,Un-ju,"Kim_Un-ju_(footballer,_born_1993)",no_image_on_page
P-01739,Lin,Chao-chun,Lin_Chao-chun,no_image_on_page
P-01779,Mirandinha,not applicable,Sebastião_Miranda_da_Silva_Filho,no_image_on_page
P-01929,Skarbø,Erika,Erika_Skarbø,no_image_on_page
P-01933,Minda,Oswaldo,Oswaldo_Minda,no_image_on_page
P-01935,Baran,Stanisław,Stanisław_Baran,no_image_on_page
P-01949,Ben Mouza,Mohamed,Mohamed_Ben_Mouza,no_image_on_page
P-01955,Bartlett,Traci,Traci_Bartlett,no_image_on_page
P-01959,Belyayev,Vladimir,Vladimir_Belyayev_(footballer),no_image_on_page
P-01972,Welkenhuysen,Félix,Félix_Welkenhuysen,no_image_on_page
P-01974,Baker,George,"Tom_Baker_(footballer,_born_1934)",no_image_on_page
P-01989,Achá,Alberto,Alberto_Achá,no_image_on_page
P-01994,López,Douglas,Douglas_López,no_image_on_page
P-02005,Hansen,Mikka,Mikka_Hansen,no_image_on_page
P-02008,Pohlmann,Dagmar,Dagmar_Pohlmann,no_image_on_page
P-02017,Engqvist,Leif,Leif_Engqvist,no_image_on_page
P-02042,Abbes,Claude,Claude_Abbes,no_image_on_page
P-02094,Rab,Tibor,Tibor_Rab,no_image_on_page
P-02096,Zeoli,Javier,Javier_Zeoli,no_image_on_page
P-02104,Nef,Adolfo,Adolfo_Nef,no_image_on_page
P-02130,Bruey,Stéphane,Stéphane_Bruey,no_image_on_page
P-02141,Sin,Kum-ok,Sin_Kum-ok,no_image_on_page
P-02163,Johnsen,Erland,Erland_Johnsen,no_image_on_page
P-02166,Quintanilla,José,José_Quintanilla,no_image_on_page
P-02177,Jiang,Jin,Jiang_Jin,no_image_on_page
P-02184,Wang,Ying,Wang_Ying_(footballer),no_image_on_page
P-02230,Cornez,Marco,Marco_Cornez,no_image_on_page
P-02292,Stollenwerk,Georg,Georg_Stollenwerk,no_image_on_page
P-02315,Furlotti,Maura,Maura_Furlotti,no_image_on_page
P-02323,Magnusson,Benno,Benno_Magnusson,no_image_on_page
P-02344,Backaert,Jo,Jo_Backaert,no_image_on_page
P-02347,Pikul,Khueanpet,Pikul_Khueanpet,no_image_on_page
P-02358,Izzeta,Luis,Luis_Izzeta,no_image_on_page
P-02360,Babangida,Tijani,Tijani_Babangida,no_image_on_page
P-02366,Kojima,Nobuyuki,Nobuyuki_Kojima,no_image_on_page
P-02372,Popov,Georgi,Georgi_Popov,no_image_on_page
P-02421,McKinlay,Billy,Billy_McKinlay,no_image_on_page
P-02493,Matysik,Waldemar,Waldemar_Matysik,no_image_on_page
P-02525,Kim,Yong-jun,Kim_Yong-jun_(footballer),no_image_on_page
P-02652,Johansson,Ingrid,Ingrid_Johansson,no_image_on_page
P-02668,Pintos Saldanha,José,José_Pintos_Saldanha,no_image_on_page
P-02673,Diallo,Omar,Omar_Diallo,no_image_on_page
P-02688,Zhou,Yang,Zhou_Yang_(footballer),no_image_on_page
P-02695,Frandsen,Per,Per_Frandsen,no_image_on_page
P-02698,Oceguera,Gina,Gina_Oceguera,no_image_on_page
P-02702,Pavlovici,Dumitru,Dumitru_Pavlovici,no_image_on_page
P-02755,Al-Taifi,Yassir,Yassir_Al-Taifi,no_image_on_page
P-02805,Abega,Théophile,Théophile_Abega,no_image_on_page
P-02848,Ben Tifour,Abdelaziz,Abdelaziz_Ben_Tifour,no_image_on_page
P-02863,Paredes,Elioro,Elioro_Paredes,no_image_on_page
P-02900,Geiger,Alain,Alain_Geiger,no_image_on_page
P-02901,Francisco,not applicable,Francisco_López_Alfaro,no_image_on_page
P-02950,Pullen,Deborah,Deborah_Pullen,no_image_on_page
P-02977,Van der Heyden,Peter,Peter_Van_der_Heyden,no_image_on_page
P-03000,António,José,José_António_Bargiela,no_image_on_page
P-03026,Bode,Marco,Marco_Bode,no_image_on_page
P-03038,Strupar,Branko,Branko_Strupar,no_image_on_page
P-03126,Gamboa,Miguel Ángel,Miguel_Ángel_Gamboa,no_image_on_page
P-03127,Rulc,Oldřich,Oldřich_Rulc,no_image_on_page
P-03130,Canalli,not applicable,Heitor_Canalli,no_image_on_page
P-03139,Thelin,Ulla-Karin,Ulla-Karin_Rönnlund,no_image_on_page
P-03147,Green,Ken,"Ken_Green_(footballer,_born_1924)",no_image_on_page
P-03175,Telwe,Rudi,Rudi_Telwe,no_image_on_page
P-03186,Gerrior,Suzanne,Suzanne_Gerrior,no_image_on_page
P-03217,Rojas,Arístides,Arístides_Rojas,no_image_on_page
P-03224,Chuigoué,Dorine,Dorine_Chuigoué,no_image_on_page
P-03231,Romero,Marcelo,Marcelo_Romero,no_image_on_page
P-03284,Naydenov,Georgi,"Georgi_Naydenov_(footballer,_born_1931)",no_image_on_page
P-03297,Battaglia,Jorge,Jorge_Battaglia,no_image_on_page
P-03300,Van Der Linden,Marc,Marc_Van_Der_Linden,no_image_on_page
P-03320,Anokyewaa,Akua,Akua_Anokyewaa,no_image_on_page
P-03331,Christopher,Justice,Justice_Christopher,no_image_on_page
P-03333,Danso,Mavis,Mavis_Danso,no_image_on_page
P-03360,Cabral,Eufemio,Eufemio_Cabral,no_image_on_page
P-03368,Salvá,Héctor,Héctor_Salva,no_image_on_page
P-03376,Yamaguchi,Motohiro,Motohiro_Yamaguchi,no_image_on_page
P-03377,Maboang,Emmanuel,Emmanuel_Maboang,no_image_on_page
P-03391,Zimmermann,Herbert,Herbert_Zimmermann_(footballer),no_image_on_page
P-03441,Mamykin,Aleksei,Aleksei_Mamykin,no_image_on_page
P-03447,Walem,Johan,Johan_Walem,no_image_on_page
P-03454,Domínguez,Alejandro,Alejandro_Domínguez_(Mexican_footballer),no_image_on_page
P-03499,Isemborghs,Hendrik,Hendrik_Isemborghs,no_image_on_page
P-03524,Wise,Evans,Evans_Wise,no_image_on_page
P-03546,Arias,Antonio,Antonio_Arias_(footballer),no_image_on_page
P-03571,Juanito,not applicable,"Juanito_(footballer,_born_1954)",no_image_on_page
P-03576,Tinoco,not applicable,Alfredo_Alves_Tinoco,no_image_on_page
P-03613,Lecue,Simón,Simón_Lecue,no_image_on_page
P-03631,Samuels,Jack,Jack_Kolle,no_image_on_page
P-03648,Humlestøl,Margunn,Margunn_Haugenes,no_image_on_page
P-03706,Rokki,Rachid,Rachid_Rokki,no_image_on_page
P-03741,Udeze,Ifeanyi,Ifeanyi_Udeze,no_image_on_page
P-03790,Nielsen,Mette,Mette_Nielsen_(footballer),no_image_on_page
P-03801,Karlsson,Marie,Marie_Karlsson,no_image_on_page
P-03817,Lamoot,Robert,Robert_Lamoot,no_image_on_page
P-03827,Garcia,Natalie,Natalie_Garcia,no_image_on_page
P-03840,Robuschi,Laurent,Laurent_Robuschi,no_image_on_page
P-03861,An,Se-bok,An_Se-bok,no_image_on_page
P-03916,Parshanov,Nikola,Nikola_Parshanov,no_image_on_page
P-03917,Mujić,Muhamed,Muhamed_Mujić,no_image_on_page
P-03949,Pappoe,Emmanuel,Emmanuel_Pappoe,no_image_on_page
P-03960,Sorondo,Gonzalo,Gonzalo_Sorondo,no_image_on_page
P-03975,Bidane,Abdellah,Abdellah_Bidane,no_image_on_page
P-03980,Zarza,Enrique López,Enrique_López_Zarza,no_image_on_page
P-03989,Wendt,Benny,Benny_Wendt,no_image_on_page
P-04081,Bödör,László,László_Bödör,no_image_on_page
P-04087,Johnstone,Bobby,Bobby_Johnstone,no_image_on_page
P-04101,Bergara,Mario,Mario_Ludovico_Bergara,no_image_on_page
P-04110,Tracey,Raphael,Raphael_Tracey,no_image_on_page
P-04130,Vargas,Javier,Javier_Vargas_(footballer),no_image_on_page
P-04162,Hernández,Eduardo,Eduardo_Hernández,no_image_on_page
P-04189,Abadzhiev,Stefan,Stefan_Abadzhiev,no_image_on_page
P-04204,Wang,Yan,Wang_Yan_(footballer),no_image_on_page
P-04241,Kobierski,Stanislaus,Stanislaus_Kobierski,no_image_on_page
P-04270,Pérez,Domingo,Domingo_Pérez_(footballer),no_image_on_page
P-04339,Vinti,Natalie,Natalie_Vinti,no_image_on_page
P-04392,Ostrovskiy,Leonid,Leonid_Ostrovskiy,no_image_on_page
P-04393,Steen Nielsen,Brian,Brian_Steen_Nielsen,no_image_on_page
P-04417,Rivera,Bernabé,Bernabé_Rivera_(footballer),no_image_on_page
P-04447,Ertan,Mustafa,Mustafa_Ertan,no_image_on_page
P-04448,Goldbæk,Bjarne,Bjarne_Goldbæk,no_image_on_page
P-04458,González,Rafael,Rafael_González_(Chilean_footballer),no_image_on_page
P-04466,Ramos,Eduardo,Eduardo_Ramos_(Mexican_footballer),no_image_on_page
P-04488,Andersen,Henrik,Henrik_Andersen,no_image_on_page
P-04514,Platt,Jim,Jim_Platt,no_image_on_page
P-04515,Sargun,Burhan,Burhan_Sargun,no_image_on_page
P-04538,Senekowitsch,Helmut,Helmut_Senekowitsch,no_image_on_page
P-04623,Miracca,José,José_Miracca,no_image_on_page
P-04625,Domínguez,Yulieth,Yulieth_Domínguez,no_image_on_page
P-04672,Knavs,Aleksander,Aleksander_Knavs,no_image_on_page
P-04692,Mavaddat,Bahram,Bahram_Mavaddat,no_image_on_page
P-04699,Chung,Nam-sik,Chung_Nam-sik,no_image_on_page
P-04762,Chiroiu,Vasile,Vasile_Chiroiu,no_image_on_page
P-04783,Nikolić,Žarko,Žarko_Nikolić,no_image_on_page
P-04803,Lamá,not applicable,Lamá_(Angolan_footballer),no_image_on_page
P-04834,Timoumi,Mohamed,Mohamed_Timoumi,no_image_on_page
P-04835,Cossini,Vintilă,Vintilă_Cossini,no_image_on_page
P-04853,Laursen,Annette,Annette_Laursen,no_image_on_page
P-04884,Isaka,Mito,Mito_Isaka,no_image_on_page
P-04915,Morozov,Gennady,Gennady_Morozov,no_image_on_page
P-04945,Hong,Li-chyn,Hong_Li-chyn,no_image_on_page
P-04951,Li,Jong-kap,Li_Jong-kap,no_image_on_page
P-04977,Chung,Kyung-ho,Chung_Kyung-ho,no_image_on_page
P-05007,Natthakarn,Chinwong,Natthakarn_Chinwong,no_image_on_page
P-05024,Valencia,Antonio,Antonio_Valencia_(Bolivian_footballer),no_image_on_page
P-05081,Özgültekin,Zafer,Zafer_Özgültekin,no_image_on_page
P-05170,Abass,Hamdya,Hamdya_Abass,no_image_on_page
P-05221,Ufarte,José,José_Ufarte,no_image_on_page
P-05242,Kozlicek,Paul,Paul_Kozlicek,no_image_on_page
P-05257,Largov,Dimitar,Dimitar_Largov,no_image_on_page
P-05262,Tóth,András,"András_Tóth_(footballer,_born_1949)",no_image_on_page
P-05291,Cleary,Jim,Jim_Cleary_(Northern_Irish_footballer),no_image_on_page
P-05324,Hornig,Heinz,Heinz_Hornig,no_image_on_page
P-05397,Gebauer,Wendy,Wendy_Gebauer,no_image_on_page
P-05432,Lin,Mei-jih,Lin_Mei-jih,no_image_on_page
P-05434,Gough,Richard,Richard_Gough,no_image_on_page
P-05450,Skúlason,Ólafur Ingi,Ólafur_Ingi_Skúlason,no_image_on_page
P-05459,Garcé,Ariel,Ariel_Garcé,no_image_on_page
P-05474,Sternhoff,Ingrid,Ingrid_Sternhoff,no_image_on_page
P-05485,Eckersley,Bill,Bill_Eckersley,no_image_on_page
P-05529,Brotherston,Noel,Noel_Brotherston,no_image_on_page
P-05550,Mantula,Lav,Lav_Mantula,no_image_on_page
P-05606,Lee,Sang-yi,Lee_Sang-yi,no_image_on_page
P-05609,Sesta,Karl,Karl_Sesta,no_image_on_page
P-05619,Langón,Ronald,Ronald_Langón,no_image_on_page
P-05695,Rough,Alan,Alan_Rough,no_image_on_page
P-05710,Schneiter,Walter,Walter_Schneiter,no_image_on_page
P-05714,Nymark Andersen,Anne,Anne_Nymark_Andersen,no_image_on_page
P-05719,Zischek,Karl,Karl_Zischek,no_image_on_page
P-05723,Clijsters,Leo,Leo_Clijsters,no_image_on_page
P-05772,Lorenzo,Alfonso,Alfonso_Lorenzo,no_image_on_page
P-05773,Rockall,Taryn,Taryn_Rockall,no_image_on_page
P-05784,Pape,Maiken,Maiken_Pape,no_image_on_page
P-05845,Su,Maozhen,Su_Maozhen,no_image_on_page
P-05860,Kawakami,Naoko,Naoko_Kawakami,no_image_on_page
P-05883,Egbe,Nkechi,Nkechi_Egbe,no_image_on_page
P-05885,Zygmantovich,Andrei,Andrei_Zygmantovich,no_image_on_page
P-05915,Masinga,Phil,Phil_Masinga,no_image_on_page
P-05935,Sweeney,Mike,Mike_Sweeney_(soccer),no_image_on_page
P-05974,Wirth,Oscar,Oscar_Wirth,no_image_on_page
P-06020,Burns,Mike,Mike_Burns_(soccer),no_image_on_page
P-06023,Carlsen,Agnete,Agnete_Carlsen,no_image_on_page
P-06049,Ruminski,César,César_Ruminski,no_image_on_page
P-06090,Tønnessen,Anne,Anne_Tønnessen,no_image_on_page
P-06098,Isidoro,Paulo,Paulo_Isidoro,no_image_on_page
P-06103,Sturm,Hans,Hans_Sturm,no_image_on_page
P-06111,Frigerio,Alessandro,Alessandro_Frigerio,no_image_on_page
P-06115,Rasmussen,Troels,Troels_Rasmussen,no_image_on_page
P-06135,Pavlin,Miran,Miran_Pavlin,no_image_on_page
P-06141,Ramírez,Orlando,Orlando_Ramírez_(footballer),no_image_on_page
P-06149,Betschart,Sandra,Sandra_Betschart,no_image_on_page
P-06162,Barbosa,Pedro,Pedro_Barbosa,no_image_on_page
P-06201,Vargas Peña,Luis,Luis_Vargas_Peña,no_image_on_page
P-06205,Lazaridis,Stan,Stan_Lazaridis,no_image_on_page
P-06222,Nahi,Josée,Josée_Nahi,no_image_on_page
P-06228,Djohore,Cynthia,Cynthia_Djohore,no_image_on_page
P-06237,Dalum Jensen,Dorte,Dorte_Dalum_Jensen,no_image_on_page
P-06277,Alfredo,not applicable,Alfredo_Mostarda_Filho,no_image_on_page
P-06319,Grimonpon,Jacques,Jacques_Grimonpon,no_image_on_page
P-06372,Gorlukovich,Sergei,Sergei_Gorlukovich,no_image_on_page
P-06424,Brown,Jim,Jim_Brown_(soccer),no_image_on_page
P-06433,Bonde,Christina,Christina_Bonde,no_image_on_page
P-06434,Loga,Paul,Paul_Loga,no_image_on_page
P-06457,Lebo,Lebo,António_Lebo_Lebo,no_image_on_page
P-06459,Tsalouchidis,Panagiotis,Panagiotis_Tsalouchidis,no_image_on_page
P-06468,Espinoza,Giovanny,Giovanny_Espinoza,no_image_on_page
P-06477,Stijnen,Émile,Émile_Stijnen,no_image_on_page
P-06511,Angibeaud,Didier,Didier_Angibeaud,no_image_on_page
P-06541,Richards,Ray,Ray_Richards_(footballer),no_image_on_page
P-06565,Malcolm,Stephen,Stephen_Malcolm,no_image_on_page
P-06647,Albrecht,Milan,Milan_Albrecht,no_image_on_page
P-06659,Al-Rubaie,Mohammed,Mohammed_Al-Rubaie,no_image_on_page
P-06708,Aquino,Silvio,Silvio_Aquino,no_image_on_page
P-06709,Kang,Bong-chil,Kang_Bong-chil,no_image_on_page
P-06724,Ha,Jung-won,Ha_Jung-won,no_image_on_page
P-06741,Casari,Giuseppe,Giuseppe_Casari,no_image_on_page
P-06750,Sharahili,Riyadh,Riyadh_Sharahili,no_image_on_page
P-06774,Nordin,Olle,Olle_Nordin,no_image_on_page
P-06791,Bossi,Joseph,Joseph_Bossi,no_image_on_page
P-06835,Nazar,Salomón,Salomón_Nazar,no_image_on_page
P-06866,Pardon,Jorge,Jorge_Pardon,no_image_on_page
P-06901,Peralta,Andrea,Andrea_Peralta,no_image_on_page
P-06948,McDonald,Colin,Colin_McDonald_(footballer_born_1930),no_image_on_page
P-06957,Pérez,Wilson,Wilson_Pérez,no_image_on_page
P-06967,Ngcongca,Anele,Anele_Ngcongca,no_image_on_page
P-06976,Olguín,Jorge,Jorge_Olguín,no_image_on_page
P-07024,Brustad,Arne,Arne_Brustad,no_image_on_page
P-07076,Diomandé,Ismaël,Ismaël_Diomandé,no_image_on_page
P-07090,Martínez,Saturnino,Saturnino_Martínez,no_image_on_page
P-07167,Gratton,Guido,Guido_Gratton,no_image_on_page
P-07169,Pedruco,Lynley,Lynley_Pedruco,no_image_on_page
P-07203,Nagy,Antal,Antal_Nagy_(born_1944),no_image_on_page
P-07222,Kim,Yoo-jin,"Kim_Yoo-jin_(footballer,_born_1981)",no_image_on_page
P-07223,Tolba,Magdy,Magdy_Tolba,no_image_on_page
P-07254,Donati,Aldo,Aldo_Donati,no_image_on_page
P-07282,Murray,Jimmy,Jimmy_Murray_(footballer_born_1933),no_image_on_page
P-07307,Jo,Song-ok,Jo_Song-ok,no_image_on_page
P-07338,Kinský,Antonín,Antonín_Kinský,no_image_on_page
P-07358,Holmberg,Rolf,Rolf_Holmberg,no_image_on_page
P-07398,Áttila,not applicable,Áttila_de_Carvalho,no_image_on_page
P-07466,Ireta,Denise,Denise_Ireta,no_image_on_page
P-07477,Vandersmissen,Guy,Guy_Vandersmissen,no_image_on_page
P-07520,Kalla,Raymond,Raymond_Kalla,no_image_on_page
P-07526,Denegri,Alberto,Alberto_Denegri,no_image_on_page
P-07544,Klinger,Marino,Marino_Klinger,no_image_on_page
P-07554,Ragan,Randy,Randy_Ragan,no_image_on_page
P-07559,Capucho,not applicable,Capucho_(footballer),no_image_on_page
P-07563,Hughes,Laurie,Laurie_Hughes,no_image_on_page
P-07569,Mpuru,Mapaseka,Mapaseka_Mpuru,no_image_on_page
P-07577,Pensée,Michel,Michel_Pensée,no_image_on_page
P-07585,Okano,Masayuki,Masayuki_Okano,no_image_on_page
P-07620,Tomašević,Kosta,Kosta_Tomašević,no_image_on_page
P-07624,Mendoza,Sergio,Sergio_Mendoza,no_image_on_page
P-07625,Ri,Un-suk,Ri_Un-suk,no_image_on_page
P-07683,Kelly,Gary,"Gary_Kelly_(footballer,_born_1974)",no_image_on_page
P-07687,Hernández,Rubén Darío,Rubén_Darío_Hernández,no_image_on_page
P-07772,Burke,Karen,Karen_Burke,no_image_on_page
P-07864,Galekovic,Eugene,Eugene_Galekovic,no_image_on_page
P-07892,Minou,Antonis,Antonis_Minou,no_image_on_page
P-07985,Reyes,José Pilar,José_Pilar_Reyes,no_image_on_page
P-08028,Tchagnirou,Ouro-Nimini,Ouro-Nimini_Tchagnirou,no_image_on_page
P-08049,Kim,Kum-il,Kim_Kum-il,no_image_on_page
P-08051,Al-Hashash,Sami,Sami_Al-Hashash,no_image_on_page
P-08113,Petković,Dušan,"Dušan_Petković_(footballer,_born_1974)",no_image_on_page
P-08129,Ko,Chiao-lin,Ko_Chiao-lin,no_image_on_page
P-08131,Pattiwael,Isaak,"Isaak_""Tjaak""_Pattiwael",no_image_on_page
P-08153,Lundgren,Malin,Malin_Lundgren,no_image_on_page
P-08190,Vikestad,Runa,Runa_Vikestad,no_image_on_page
P-08196,Rojas,Ricardo,Ricardo_Ismael_Rojas,no_image_on_page
P-08232,Showemimo,Gift,Gift_Showemimo,no_image_on_page
P-08268,Magaña,Raúl,Raúl_Magaña,no_image_on_page
P-08319,Kolding,Lisbet,Lisbet_Kolding,no_image_on_page
P-08340,Hewitt,Ron,"Ron_Hewitt_(footballer,_born_1928)",no_image_on_page
P-08347,Om,Jong-ran,Om_Jong-ran,no_image_on_page
P-08365,Tchangai,Massamasso,Massamasso_Tchangai,no_image_on_page
P-08403,Stenberg,Trine,Trine_Stenberg,no_image_on_page
P-08453,Margas,Javier,Javier_Margas,no_image_on_page
P-08526,Quintana,Julio,Julio_Quintana,no_image_on_page
P-08534,Morán,Rubén,Rubén_Morán,no_image_on_page
P-08539,Kim,Young-kwang,Kim_Young-kwang,no_image_on_page
P-08566,Rosas,Felipe,Felipe_Rosas,no_image_on_page
P-08567,Ion,Greg,Greg_Ion,no_image_on_page
P-08594,Burtini,Silvana,Silvana_Burtini,no_image_on_page
P-08619,Hengst,Sandra,Sandra_Hengst,no_image_on_page
P-08624,Kanda,Belinda,Belinda_Kanda,no_image_on_page
P-08628,Samir,Saad,Saad_Samir,no_image_on_page
P-08652,Arroyo,Yirlania,Yirlania_Arroyo,no_image_on_page
P-08678,Saidi,Karim,Karim_Saidi,no_image_on_page
P-08700,Aguilera,Carlos,Carlos_Aguilera_(Spanish_footballer),no_image_on_page
P-08703,Tataw,Stephen,Stephen_Tataw,no_image_on_page
P-08713,de la Torre,Antonio,Antonio_de_la_Torre_Villalpando,no_image_on_page
P-08726,Kostadinov,Kostadin,Kostadin_Kostadinov,no_image_on_page
P-08730,Daoudi,Rachid,Rachid_Daoudi,no_image_on_page
P-08736,Elsworthy,John,John_Elsworthy,no_image_on_page
P-08770,Palfi,Bela,Bela_Palfi,no_image_on_page
P-08785,Pyatnitsky,Andrey,Andrey_Pyatnitsky,no_image_on_page
P-08814,Etcheverry,Romildo,Romildo_Etcheverry,no_image_on_page
P-08847,Nikolov,Georgi,"Georgi_Nikolov_(footballer,_born_1937)",no_image_on_page
P-08863,Dooley,Thomas,Thomas_Dooley,no_image_on_page
P-08874,Owen,Syd,Syd_Owen,no_image_on_page
P-08949,Allawi,Khalil,Khalil_Allawi,no_image_on_page
P-08967,Dixon,Kerry,Kerry_Dixon,no_image_on_page
P-09041,Santos,Francileudo,Francileudo_Santos,no_image_on_page
P-09049,Xu,Huan,Xu_Huan,no_image_on_page
P-09057,Ortega,Amadeo,Amadeo_Ortega,no_image_on_page
P-09067,Stipić,Nikola,Nikola_Stipić,no_image_on_page
P-09102,Gellér,Sándor,Sándor_Geller,no_image_on_page
P-09127,Nenê,not applicable,"Nenê_(footballer,_born_1976)",no_image_on_page
P-09142,Somlai,Rezső,Rezső_Somlai,no_image_on_page
P-09158,Ohadugha,Martina,Martina_Ohadugha,wikipedia_page_not_found
P-09165,Francke,Christine,Christine_Francke,no_image_on_page
P-09202,Chukwunonye,Josephine,Josephine_Chukwunonye,no_image_on_page
P-09221,Dirimlili,Basri,Basri_Dirimlili,no_image_on_page
P-09250,Mebus,Paul,Paul_Mebus,no_image_on_page
P-09278,Chaouch,Mohammed,Mohammed_Chaouch,no_image_on_page
P-09339,Schjelderup,Ingrid,Ingrid_Schjelderup_(footballer),no_image_on_page
P-09352,Rubalcaba,Tánima,Tánima_Rubalcaba,no_image_on_page
P-09363,de Dios Ramírez Perales,Juan,Juan_de_Dios_Ramírez_Perales,no_image_on_page
P-09412,Sorber,Mike,Mike_Sorber,no_image_on_page
P-09423,Ramos,Mauricio,Mauricio_Ramos_(Bolivian_footballer),no_image_on_page
P-09442,Fedosov,Genrich,Genrich_Fedosov,no_image_on_page
P-09454,Polga,Ânderson,Ânderson_Polga,no_image_on_page
P-09457,Brown,Allan,"Allan_Brown_(footballer,_born_1926)",no_image_on_page
P-09501,Ebere,Ngozi,Ngozi_Ebere,no_image_on_page
P-09559,Eliane,not applicable,Eliane_(footballer),no_image_on_page
P-09579,Sibik,Paweł,Paweł_Sibik,no_image_on_page
P-09642,Carlos,José,José_Carlos_da_Silva_José,no_image_on_page
P-09646,Tiga,not applicable,Adriana_Aparecida_Costa,no_image_on_page
P-09648,Giesser,Karl,Karl_Giesser,no_image_on_page
P-09660,Lettieri,Tino,Tino_Lettieri,no_image_on_page
P-09700,Eschmann,Norbert,Norbert_Eschmann,no_image_on_page
P-09730,Leônidas,not applicable,Leônidas,no_image_on_page
